topic,variable,year,Wales,Isle of Anglesey,Gwynedd,Conwy,Denbighshire,Flintshire,Wrexham,Powys,Ceredigion,Pembrokeshire,Carmarthenshire,Swansea,Neath Port Talbot,Bridgend,Vale of Glamorgan,Rhondda Cynon Taf,Merthyr Tydfil,Caerphilly,Blaenau Gwent,Torfaen,Monmouthshire,Newport,Cardiff,discipline
economics,funding,2008_2009,455921.0,0.0,80654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375267.0,Social Sciences
ecosystems,funding,2008_2009,2244364.0,0.0,704474.0,0.0,0.0,0.0,0.0,0.0,377408.0,0.0,0.0,372714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789768.0,Environmental Sciences
education,funding,2008_2009,73209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73209.0,Social Sciences
electronics,funding,2008_2009,826978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146932.0,0.0,0.0,7872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672174.0,Engineering and Technology
energy,funding,2008_2009,277790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
energy_technology,funding,2008_2009,1006466.0,0.0,110020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639673.0,Engineering and Technology
entomology,funding,2008_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
environmental_policy,funding,2008_2009,189133.0,0.0,189133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
fertility_reproduction,funding,2008_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
genetics,funding,2008_2009,93881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93881.0,Life Sciences
genetics_microbiology,funding,2008_2009,8518988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8518988.0,Medical Science
geology,funding,2008_2009,551685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551685.0,Environmental Sciences
haematology_cardiovascular,funding,2008_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
health_care,funding,2008_2009,75505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.0,Social Sciences
history,funding,2008_2009,1846184.0,0.0,411025.0,0.0,0.0,0.0,0.0,0.0,410970.0,0.0,0.0,347478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676711.0,Arts and Humanities
identity,funding,2008_2009,27896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27896.0,Arts and Humanities
imaging_prosthetics_robotics,funding,2008_2009,1140125.0,0.0,296977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
immunology,funding,2008_2009,714640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373667.0,Medical Science
industrial_processes_materials,funding,2008_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineering and Technology
information_society,funding,2008_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Social Sciences
infrastructure,funding,2008_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
instrumentation_probes_measurement,funding,2008_2009,50692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39600.0,Physics
instruments_sensors,funding,2008_2009,94649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94649.0,Engineering and Technology
international_development,funding,2008_2009,68957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68957.0,Social Sciences
ionisation_plasma,funding,2008_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineering and Technology
law_legal,funding,2008_2009,161957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58032.0,0.0,0.0,103925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Social Sciences
literature,funding,2008_2009,2986778.0,0.0,70277.0,0.0,0.0,0.0,0.0,0.0,746269.0,0.0,0.0,198434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971798.0,Arts and Humanities
management,funding,2008_2009,477486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220674.0,Social Sciences
materials,funding,2008_2009,1075494.0,0.0,333119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423043.0,Engineering and Technology
mathematics_statistics,funding,2008_2009,1698935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260947.0,0.0,0.0,825581.0,0.0,0.0,0.0,32201.0,0.0,0.0,0.0,0.0,0.0,0.0,580206.0,Mathematics and Computing
media_design_creative,funding,2008_2009,74036.0,0.0,25195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
media_studies,funding,2008_2009,23166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
medical_technology_imaging,funding,2008_2009,1026270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
metabolics_nutrition,funding,2008_2009,269257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
modelling_measurement,funding,2008_2009,647007.0,0.0,326166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
museums_exhibitions,funding,2008_2009,76446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
neuroscience,funding,2008_2009,3316455.0,0.0,1029222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2287233.0,Life Sciences
nuclear_physics_solar,funding,2008_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Physics
optics_photonics_imaging,funding,2008_2009,2596890.0,0.0,0.0,0.0,0.0,0.0,177843.0,0.0,527607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891440.0,Engineering and Technology
particle_physics,funding,2008_2009,4434239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130672.0,0.0,0.0,3970940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332627.0,Physics
performance,funding,2008_2009,33544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
philosophy,funding,2008_2009,24628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
phisiology,funding,2008_2009,246399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
physics_applications,funding,2008_2009,266500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266500.0,Physics
plant_biology,funding,2008_2009,4083850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4028381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55469.0,Life Sciences
policy_application,funding,2008_2009,3042946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2980530.0,Social Sciences
political_science,funding,2008_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Social Sciences
process_mechanical_engineering,funding,2008_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineering and Technology
psychology,funding,2008_2009,2928511.0,0.0,976284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754186.0,1198041.0,Social Sciences
public_engagement,funding,2008_2009,153881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153881.0,Physics
public_health_disease_control,funding,2008_2009,1036914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356454.0,Life Sciences
public_health_policy,funding,2008_2009,4415765.0,0.0,460479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3751558.0,Medical Science
social_history,funding,2008_2009,584205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168715.0,Arts and Humanities
sociology,funding,2008_2009,1043528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435976.0,0.0,0.0,47515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560037.0,Social Sciences
systems_devices,funding,2008_2009,1592301.0,0.0,20084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277691.0,Mathematics and Computing
systems_infrastructure,funding,2008_2009,7028283.0,0.0,244335.0,0.0,0.0,0.0,0.0,0.0,544499.0,0.0,0.0,1791430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4448019.0,Engineering and Technology
therapeutics,funding,2008_2009,376834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
aging_neurology,count,2010_2011,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Medical Science
architecture_archeology_heritage,count,2010_2011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Arts and Humanities
astronomy,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Physics
astrophysics,count,2010_2011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Physics
carbon_greenhouse,count,2010_2011,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
cellular_biology,count,2010_2011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Life Sciences
chemistry_biochemistry,count,2010_2011,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Engineering and Technology
climate_science,count,2010_2011,28.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Environmental Sciences
clinical_trials,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Medical Science
cognition_linguistics,count,2010_2011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Mathematics and Computing
communications_hardware,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mathematics and Computing
complex_systems_modelling,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mathematics and Computing
computing_simulations,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Engineering and Technology
data_methods,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Life Sciences
databases_analytics,count,2010_2011,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
demography_social_policy,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Social Sciences
economics,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Social Sciences
ecosystems,count,2010_2011,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Environmental Sciences
education,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Social Sciences
electronics,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineering and Technology
energy,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
energy_technology,count,2010_2011,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Engineering and Technology
entomology,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Life Sciences
environmental_policy,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
fertility_reproduction,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
genetics,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
genetics_microbiology,count,2010_2011,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Medical Science
geology,count,2010_2011,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Environmental Sciences
haematology_cardiovascular,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medical Science
health_care,count,2010_2011,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Social Sciences
history,count,2010_2011,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
identity,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
imaging_prosthetics_robotics,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mathematics and Computing
immunology,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Medical Science
industrial_processes_materials,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Engineering and Technology
information_society,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Social Sciences
infrastructure,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
instrumentation_probes_measurement,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Physics
instruments_sensors,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Engineering and Technology
international_development,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Social Sciences
ionisation_plasma,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineering and Technology
law_legal,count,2010_2011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Social Sciences
literature,count,2010_2011,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Arts and Humanities
management,count,2010_2011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Social Sciences
materials,count,2010_2011,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Engineering and Technology
mathematics_statistics,count,2010_2011,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Mathematics and Computing
media_design_creative,count,2010_2011,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Arts and Humanities
media_studies,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
medical_technology_imaging,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematics and Computing
metabolics_nutrition,count,2010_2011,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
modelling_measurement,count,2010_2011,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Sciences
museums_exhibitions,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
neuroscience,count,2010_2011,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Life Sciences
nuclear_physics_solar,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Physics
optics_photonics_imaging,count,2010_2011,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Engineering and Technology
particle_physics,count,2010_2011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Physics
performance,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
philosophy,count,2010_2011,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arts and Humanities
phisiology,count,2010_2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
physics_applications,count,2010_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Physics
plant_biology,count,2010_2011,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Life Sciences
